;index;song;year;artist;genre;lyrics;spotify_streams;deezer_rate;youtube_views
27876;47219;worm-in-a-bottle;2006;fish;Rock;When you're down to the last skin And the limelight splutters to darkness in the death of a Zippo At the backstage door the last fan has long disappeared With a plastic bag stuffed full of memories If only you'd signed them if only to testify if only to recognize that he existed That for a moment he stood there Side by side in the gutter on the hard cold shoulder of destiny You say never again this is the end and it's all gonna change you're determined this time Year after year you pretend it's for real and it's all gonna change you're determined this time Well happy birthday to me When you're the worm in the bottle You're the last one to leave and there's nowhere to go to And the minicab driver politely suggests you go home If you could only remember just where that's at Just where you been just where it went wrong You'll eventually find it You say never again this is the end and it's all gonna change you're determined this time Year after year you pretend it's for real and it's all gonna change you're determined this time Well happy birthday to me When you're down to the end line and they're writing you up and writing you off and it feels just like an obituary You feel it's all over You want to drive on down to the beach And just keep on swimming But you're still treading water You say never again this is the end and it's all gonna change you're determined this time Year after year you pretend it's for real and it's all gonna change you're determined this time Well happy birthday to me Happy Birthday ;11551;0,92;11000
92644;154638;lo-and-behold;2006;duncan-sheik;Rock;Simeon he was a man Held his heart out in his hand A hollow land of autumn breeze Evenings in the brittle rain Leaves that fill the barren plain With simple embroideries In the temple yesterday Was a man who came to pray Who couldn't stay and couldn't leave So he fell down on his knees Sued for grace and sued for peace A little ease and not to grieve Marion she met a man Took her to Jerusalem To take a stand escape a scene To wander in the honey sea Drink the milk of Memory And never be herself again In the temple yesterday Was a woman came to pray Who couldn't say and couldn't see So she fell down on her knees Sued for grace and sued for peace Sued the priest to set her free Lo lo and behold Lo lo and behold;23351;0,22;1200
187861;312290;thirty-and-seven;2009;august-burns-red;Metal;You are infatuated with what consumes you Put the victim on the front lines and left for dead Stop acting like there's no no other option But to let the waves carry you away Can you hold the water responsible for your wayward behavior Anymore then it blames you for it's gripping currents Erase the proof erase the proof but Your shame will remain your shame will remain will remain Your shame will remain your shame will remain Your mind is the mountain before you Will you always need someone to hold your hand And talk you through the nights shadows It's so much easier to fight this war when you're the last in line When you're the last in line Can you hold the water Can you hold the water responsible for your wayward behavior Anymore then it blames you for it's gripping currents What will you become What will become of you What will you become What will become of you Your mind is the mountain before you You've reached the summit now transcend the skies You've reached the summit now transcend the skies;699091;1,67;338000
123565;205292;creation-s-tears;2011;creation-s-tears;Rock;Eyes open to lifes isolation Creations tears echo in the silence The forgotten sun lies dormant beyond the skies But still this beauty rapes the mind The naked truth exposed As I gasp for breath Drowned by lifes sorrows And the rivers of life overflow Mind awakens to lifes possibility But dream stealers suppress vitality The cup of life if full but youre choking on apathy Greatness can prevail from the midst of catastrophe;4244;0,26;20000
113166;188462;hey-hey;2009;brakesbrakesbrakes;Rock;I thought and I thought till I though I had thunk But the ship was sinking but it wasn't yet sunk And the porcelain we were walking on turned out to be thin ice Give me two shots once and give me one shot twice Hey hey it's a car wheel day Better grab it quick before it rolls away Hey hey it's a handstand day Better hold onto it In the corner of my eye I thought I saw a light flicker And I need no medal I may do with a sticker And the hairs on my neck stood up like people can do Give me two shots once and take two for you too Hey hey it's a car wheel day Better grab it quick before it rolls away Hey hey it's a Tarzan day Brrrraiaiaiaiaiaiaiaiai Hey hey it's a car wheel day Better grab it quick before it rolls and rolls and rolls;23998;0,32;35000
131232;219156;valkyrie;2014;asia;Rock;Valkyrie Valkyrie Like a mist through the trees I cross the battlefield She is born upon the breeze She comes to where I kneel There is no doubt She comes for me Peace at last fade to grey My war is over now This the price I gladly pay Surrender to her light It shines for love and dignity Valkyrie Valkyrie See the battle ahead of me They say creed killed his throne The one true house that I call home The place I will be known Where I belong Carry me Valkyrie Valkyrie Valkyrie Valkyrie Now that it's all over and done We are as one Now I see One blazing fire endless desire Just stay with me Valkyrie Valkyrie Valkyrie radio chatter Valkyrie Valkyrie radio chatter Valkyrie Valkyrie ;;;652000
125250;208228;venus-sands;2007;creatures;Metal;The morning star has long since gone The sun is high in the sky Shadowless a figure stands Stranded on Venus sands Up in the blue and circling The seabirds watch and wait For movement of a certain kind Down on their dinner plate Where children played a flower lays Pulled and torn up by its roots And where it stood The empty space just screams Down on the flats baby turtles race For safety of the big deep And white caps come crashing in Indifferent to tender flesh Shriek of attack then moving in A raucous clash a gourmet din Of cruel gull beaks And tearing skin screaming Lit by the evening star at Venus sands Against a blood orange sky There's a shadow of a figure prone Abandoned and all alone Venus sands;;;45000
207299;344265;making-good-love;2006;avant;Hip-Hop;I got your legs spread all over the bed Hands clenched in the sheets Hair wild as hell I know The only thing on your mind is sexin me Girl I can feel your temperature rising You should feel my nature too Come on you should its gonna be a bumpy ride Girl lets do what we came to do Girl when we make love all night When we make good love all night When we make love all night We really make love Girl when we make love all night When we make good love all night When we make love all night We really make love come to daddy baby On the balcony gripping the rails Slowly I'm pulling you near Sayin shh babe don't make to much noise There's a lot of peoples who live around here Emotions running high My hands planted on your thighs You feel me going up and down And round and round and round And girl when we make love all night I mean we make good love all night When we make love all night We really make love Girl when we make love all night When we make good love all night When we make love all night We really make love come to daddy baby Girl your drive wait in the back seat Windows tinted its getting deep Fog all over the glass I don't know how long I can last With you moaning crazy Girl keep on calling me I'll take you to ecstasy And when I'm done you'll be fast asleep Girl when we make love all night When we make good love all night When we make love all night We really make love Girl when we make love all night When we make good love all night When we make love all night We really make love come to daddy baby The house the boat and the jeep babe In the tub in the pool or the beach babe Get your grove on get your grove on get your grove on The house the boat and the jeep babe In the tub in the pool or the beach babe Get your grove on get your grove on get your grove on Girl when we make love all night When we make good love all night When we make love all night We really make love Girl when we make love all night When we make good love all night When we make love all night We really make love come to daddy baby Girl I love it when we're on the floor Girl I love it when we're on the couch Yes I love it when we're in the kitchen Girl I love it when I'm down town Yes I love it when you go down Girl I love it when your all around Yes I love it I love you baby We'll be makin good love We'll be makin good love;21062744;;29000000
20089;34766;rock-steady;2006;bad-company;Rock;Now I when I Want to rock steady baby I know that I've got to get ready now alright Close my eyes and I'll let myself go I listen to baby now let the music flow Turn on your light And stay with me awhile Ease your troubled mind Turn on your light Rock steady When my love Gets a little bit too heavy She's mine but I've got to get ready now Close my eyes let myself go I listen to c'mon baby let the music flow Turn on your light And stay with me awhile Ease your troubled mind Turn on your light Rock steady Turn on your light And stay with me awhile Ease your troubled little mind Turn it on for me baby I want you to rock rock rock Turn it on baby Stay with me awhile Ease your troubled mind Turn it on baby yes Rock steady;4023490;2,9;3300000
20985;36295;i-just-don-t-know-what-to-do-with-myself;2006;burt-bacharach;Pop;I just don't know what to do with myself Don't know just what to do with myself I'm so used to doing everything with you Planning everything for two And now that we're through I just don't know what to do with my time I'm so lonesome for you it's a crime Going to a movie only makes me sad Parties make me feel as bad When I'm not with you oh I just don't know what to do Like a summer rose needs the sun and rain I need your sweet love to beat all the pain I just don't know what to do with myself Don't know just what to do with myself Baby if your new love ever turns you down Come back I will be around Just waiting for you I don't know what else to do oh;35580;;11000
106463;176913;stay-a-little-longer;2015;brothers-osborne;Other;Yeah something like a strong wind is coming over me It's got a hold of me yeah Thinking and doing things I shouldn't be I really shouldn't be Give it one more call It's one more whatcha doin right now It's one more trip to my side of town and you walk right in One more here we go again One more drink leads to another You slide up close to me Tear the t shirts off each other Your hands all over me I tell myself I'm not in love But one more time is not enough One last kiss and then you're a goner And I'm here wishing you could stay a little longer So calm and so cool yeah I try to be Like it don't bother me The last time was the last time Until I'm all alone then I'm picking up the phone One more call It's one more whatcha doin right now It's one more trip to my side of town and you walk right in One more here we go again One more drink leads to another You slide up close to me Tear the t shirts off each other Your hands all over me I tell myself I'm not in love But one more time is not enough One last kiss and then you're a goner And I'm here wishing you could stay a little longer One more drink leads to another You slide up close to me Tear the t shirts off each other Your hands all over me I tell myself I'm not in love But one more time is not enough One last kiss and then you're a goner And I'm here wishing you could stay a little longer Stay a little longer Wishing you could stay a little longer;166059334;3,98;23000000
163232;271476;bare-skin-rug;2008;blake-shelton;Country; Well the moon just came over the tree tops And the whipper wheel started to sing So I slipped down the hill Got into the still And drank til my ears started to ring I followed a trail to through the hollow To a shack back in the woods Its my eighteenth birthday Honey come out and play Its time that we got to no good Now I ain't afraid to be lonely But I still wanna learn about love I'm a hillbilly child raised in the wild Come lay down on my bare skin rug My dress is torn up and tattered My daddy left a long time ago And my hair just hangs down I never made it to town Momma said that's where bad people go But me and my sister been talkin' Shes eighteen one year older than me She laid down with a man I want to understand what she says I'll never believe Now I need a woman And I need a man We ain't got nobody An we ain't even kin Now I ain't afraid to be lonely But I still wanna learn about love I'm a hillbilly child raised in the wild Lay me down on your bare skin rug Come lay down on my bare skin rug;460124;0,95;4000
203928;338480;fractured-love;2006;def-leppard;Rock;I'm caught in a dream Sometimes it ain't what it seems I'm all in a daze Can't find my way out of this maze I'm looking for clues And wanting a change in the rules I'm locked in a cage Acting out on the wrong stage Don't want your sympathy Don't need the third degree Just got to break away and scream I'm caught in a dream I'm stood at the edge and I'm looking down Caught in the danger zone I feel like a king that has lost his crown And now I stand here alone Don't want your sympathy Don't need the third degree Just got to break away and scream I'm caught in a dream Fractured love fractured love Iron fist in a velvet glove Fractured love fractured love Cracks in the mirror of this fractured love I don't care if you pull down the sky Angry passion is a friend of mine Reach out for the sky above It's just a fractured love Fractured love fractured love Iron fist in a velvet glove Fractured love fractured love Cracks in the mirror of this fractured love I'm caught in a dream Why don't you set me free Don't want your sympathy Don't want your third degree Just got to break Break away and scream I'm caught in a dream Why don't you set me free Fractured love fractured love Iron fist in a velvet glove Fractured love fractured love Cracks in the mirror of this fractured love Don't give me your fractured love ;205088;1,9;323000
217717;361623;i-d-cry-like-a-baby;2007;dean-martin;Jazz;I'd cry like a baby if you told me goodbye I'd feel like a snowball on the fourth of July If you ever said you were leaving for good I'd weep like a weeping willow honest I would I'd cry like a baby with a busted balloon I'd let out a wail that would be heard on the moon Our love was so splendid don't end it so soon Don't leave me here sighing a sobbing and a sighing Crying like a baby for you I'd cry like a baby if you told me goodbye I'd feel like a snowball on the fourth of July If you ever said you were leaving for good I'd weep like a weeping willow honest I would I'd cry like a baby with a busted balloon I'd let out a wail that would be heard on the moon Our love was so splendid don't end it so soon Don't leave me here sighing a sobbing and a sighing Crying like a baby for you ;2338526;1,42;137000
49660;84329;pick-up-the-phone;2006;ciara;Pop;Your call has been forwarded to an automatic voice message system Where you at boy where you at boy At the tone please record your message I've been calling you all night long N I'm becoming best friends with the dial tone Cause you're not picking up the phone I called you're cell n you're home n still I sit here alone Boy you got me wondering where you at where you going n were you been Here I go again dialing you're number Baby how you just won't pick up the phone Pick up the phone pick up the phone pick up the phone boy pick up the phone I know you see me on you're caller id So pick up the p h o n e Pick up the phone boy pick up the phone I said you always would be nice If you could call somebody And let somebody know that you're alright Well you're dead wrong guess you're wrong for sending me straight to voice mail Cause if it was my phone n I did the same you'd be wasting you're time Called the second time it goes like you're on the other line One game on the wicket is that to sharp but I why don't you pick up the phone Pick up the phone pick up the phone pick up the phone boy pick up the phone I know you see me on you're caller id So pick up the p h o n e Pick up the phone boy pick up the phone I said you always would be nice If you could call somebody And let somebody know that you're alright Hey now don't act like that I know you got my message call me back Hey now don't act wrong be a real G and pick up the phone I said hey now don't act like that I know you got my message call me back Hey now don't act wrong be a real G and pick up the phone Hey now don't act like that I know you got my message call me back Hey now don't act wrong be a real G and pick up the phone I said hey now don't act like that I know you got my message call me back Hey now don't act wrong be a real G and pick up the phone Pick up the phone pick up the phone pick up the phone boy pick up the phone I know you see me on you're caller I'd So pick up the p h o n e Pick up the phone boy pick up the phone Sitting here by the phone waiting for you to call I'm really getting worried baby baby baby;1454485;1,85;200000
3819;7156;look-at-me;2007;bobby-darin;Jazz;Look at me This at least you owe me Just a glance to show me That you really care Look at me Pride is taken from me And tears just don't become me But they're always there Just one look One look will do That's all it took To make me fall in love with you Please turn around I'll be looking for you Waiting to adore you Baby look at me Just one look One look will do That's all it took To make me fall in love with you So turn around I'll be looking for you Waiting to adore you Baby look at me;14557;;6000
2667;4808;invisible-silent;2007;covenant;Pop;I'm tricked by your smile Want to be forgiven Waiting for the battle Aching for belief But your answer is wrong And my spirit is broken Like choirs in the winter Singing out of key I am silent Invisible to you While I count the days gone by I am silent Invisible to you While I shape the things to come I am silent Invisible to you While I count the days gone by I try so hard To fight for an illusion Holding my breath Biting my tongue I try to cope So give me a reason I'm waiting for help I'm trapped by my guilt Want to be forgotten Tired of the noise Aching for relief But your anger is gone And my silence is golden Like fires on the water Drifting out of reach I am silent Invisible to you While I count the days gone by I am silent Invisible to you While I shape the things to come I am silent Invisible to you While I count the days gone by I am silent Invisible to you While I count the days gone by I am silent Invisible to you While I shape the things to come I am silent Invisible to you While I count the days gone by;319604;2,23;20000
90837;151735;scarlet-and-sheba;2006;alice-cooper;Rock;Scarlet wants to hold me wearing just a red veiled hat Sheba's in the shadows waiting for her turn at bat In the parlour where the lights are low A vulture sister act I watch their show They're trying to kill me want to pick my bones Methodically erotically I just want your body Sheba I don't want your brain Scarlet gets what's left of my remains I just want your body Sheba You lock me up in chains Scarlet she can referee the game Scarlet likes to scold me showers me with all her love Sheba's in a bad mood sharpening her black fur glove With blood and honey attitude They'll never know my gratitude I'm crossed with longitude and latitude Upon my back with a crack I just want your body Sheba I don't want your brain Scarlet gets what's left of my remains I just want your body Sheba You lock me up in chains Scarlet she can referee the game;82917;0,75;43000
4882;8755;im-supposed-to-die-tonight;2005;50-cent;Hip-Hop;Man You know where the niggas be at right Take me to em All through the hood I keep hearin niggas sayin' I'm supposed to die tonight pup pup pup pup pup pup Niggas come put a hit out and they talkin like the shit okay pup pup pup pup pup pup I'm down to ride tonight We rollin whip stolen AK loaded I'm down to ride tonight Its smokin street locin locked and loaded Somebody gon die tonight This is nothin new I been in the position before Grandma crib niggas outside of her door Different day same shit old mac new clip Thirty two hollow tips gloves no rubber grip I'm a boss but niggas never show no respect I catch em slippin I have em tongue kissin my tec Want to come test me pussy boy don't try Police responds never fast enough the shots fired Don't be stupid find out who you fuckin wit son 'Fore we find out where ya bitch gets her hair and nails done Its elementary life is but a dream You know row row ya boat your blood forms a stream After you get hit you should of thought about the shit You took that paper you take a life or ya life get took bitch Sometimes I sit and look at life from a different angle Don't know if I'm God's child or I'm Satan's angel In 2002 if you asked me to make a wish I simply would of wished that my music would be a hit Big said damn niggas want to stick me for my paper And pray for my downfall I understand it all But me I'm a little more flashy a nigga So chances are I'ma have to blast me a nigga I'm on that teflon vest shit that wild wild west shit And eighty one 1 carrot stones in my necklace I shine so hard I make motherfuckers want to kill me Every projects and every hood I go they feel me Know it sounds like rap but this shit is real be I don't talk that rich shit but nigga I'm filthy When I come out to play had my mom been with me You could bet your bottom dollar that revolver with me Homeboy frontin on me will shorten your life span Hold the mic with my left the knife in my right hand ;19633663;5,95;17000000
171397;284573;always-on-my-mind;2006;brenda-lee;Rock;Maybe I didn't love you Quite as often as I could have Maybe I didn't treat you Quite as good as I should have If I made you feel second best Girl I'm sorry I was blind But you were always on my mind You were always on my mind Maybe I didn't hold you All those lonely lonely times I guess I never told you That I am so happy that you're mine If I made you feel second best Girl I'm sorry I was blind But you were always on my mind You were always on my mind Tell me tell me that your sweet love hasn't died Give me give me one more chance To keep you satisfied I'll keep you satisfied Little things I should have said and done I just never took the time But you were always on my mind You were always on my mind You were always on my mind You were always on my mind;;0,76;2900000
205485;341077;streets-of-laredo;2007;faron-young;Rock;Beat the drum slowly and play the fife lowly I'm a young cowboy and I know I've done wrong As I walked out in the streets of Laredo As I walked out in Laredo one day I spied a young cowboy wrapped in white linen Wrapped up in white linen as cold as the clay I see by your outfit that you are a cowboy These words he did say as I boldly stepped by Come sit down beside me and hear my sad story Got shot in the breast and I know I must die Beat the drum slowly and play the fife lowly Play the dead march as they carry me away Take me to the green valley there lay the sod o'er me For I'm a young cowboy and I know I've done wrong Twas once in the saddle I used to go dashing Twas once in the saddle I used to go gay First came the drinking and then the card playing Got shot in the breast and I'm dying today Get sixteen gamblers to carry my coffin Get six pretty maidens to bear up my part Put bunches of roses all over my coffin Roses to deaden the sod as it falls Beat the drum slowly ;1360;0,25;
72039;121987;the-spirit-is-near;2007;devendra-banhart;Indie;Christmas is here all the leaves are jumping When will they learn the spirit is near All the trees are dancing ready to burn The spirit is near all the roots are singing What will they learn they're ready to turn;54022;0,31;2000
186378;310084;love-forever;2007;bobby-bare;Country;Morning comes and she's sleeping beside me I'm not ashamed that she's lying there Her lips are still warm from the love she just gave me She's contented with sweet dreams we shared Soon I know that she will awaken with the smile that strips my soul bare While I wait for her smile and the sunshine that follows I offer to heaven this prayer Please Lord let me love her forever and keep her just the way she is now She's tender and warm she's mine for the asking My sweetheart my treasure my prayer Please Lord let me love her;20271;0,22;400
11611;20187;you-fight-me;2006;breaking-benjamin;Rock;You fight me flat on my lonely face I fell Finding in the end all is well In light of the life that I have found It's coming down I know it isn't real But it's easy to beat me suck it up Life is sink or swim Love is blinding no surviving I don't know what I wanna be yet But I can show that I need to see this No time for lies and empty fights I'm on your side Can we live a life of peace and happiness I don't think so And looking I am scared to lose the things I love I'm in control This is how this is how it's gonna end This is how this is how it's gonna end end Everyone is waiting here for everyone Leave me alone This is how this is how it's gonna end This is how this is how it's gonna end This is how this is how it's gonna end no This is how this is how it's gonna end end;7889135;3,58;940000
109466;182117;a-thousand-and-one;2007;blessid-union-of-souls;Rock;I'm speechless I'm breathless I'm pulseless Kinda hanging on by a thin thread I'm out there I'm somewhere Caught between a dream and the real thing You ask me if this is something that I could forget about No way How could I forget you when you're stuck in my head Oh come on If I would die tonight and not come back again I think I'd be fine if I could touch you I know I told you I love you a thousand times Here comes a thousand and one I love you I love you I'm hopeless I'm restless It's useless Kinda clinging on to this feeling I'm feeling I'm reeling Stuck inside a trance Am I mental I don't know if I can go another day of being alone So come on If I would die tonight and not come back again I think I'd be alright if I could hold you I know I told you I love you a thousand times I know I told you I need you a thousand times Here comes a thousand and one I don't know if you understand I'm more than your biggest fan I want to take a hold of your right hand I'm hopeless I'm crazy I'm crazy about you I'm breathless I'm pulseless I can't live without you It's useless I know this There's something about you I'm mental Be gentle I can't live without you So if I die tonight Can I come back again To live inside your mind Then I could touch you I know I told you I need you a thousand times I know I told you I want you a thousand times I know I told you I love you a thousand times Here comes a thousand and one I love you I love you;24565;0,04;500
75426;127053;soulja-s-story;2006;2pac;Hip-Hop;"All you wanted to be a soulja a soulja All you wanted to be a soulja like me All you wanted to be a soulja a soulja All you wanted to be a soulja like me They cuttin off welfare They think crime is risin now You got whites killin blacks Cops killin blacks and blacks killin blacks Shit just gon get worse They just gon become souljas Straight souljas All you wanted to be a soulja a soulja All you wanted to be a soulja like me All you wanted to be a soulja a soulja All you wanted to be a soulja like me All you wanted to be a soulja a soulja All you wanted to be a soulja like me All you wanted to be a soulja a soulja All you wanted to be a soulja like me Crack done took a part of my family tree My mom is on the shit my daddy's splittin mom is steady blamin me Is it my fault just cause I'm a young black male Cops sweat me as if my destiny is makin crack sales Only fifteen and got problems Cops on my tail so I bail til I dodge em They finally pull me over and I laugh ""Remember Rodney King "" and I blast on his punk ass Now I got a murder case you speak of heaven punk I never heard of the place Wanted to come up fast got a Uz and a black mask Duckin fuckin 'Task now who's the jack ass Keep my shit cocked cause the cops got a glock too What the fuck would you do drop them or let em drop you I chose droppin the cop I got me a glock and a glock for the niggaz on my block Momma tried to stab me I moved out Sold a pound a weed made G's bought a new house I'm only seventeen I'm the new kid Got me a crew bought em jewels and a Uz thick But all good things don't last 'Task came fast and busted my black ass Coolin in the pen where the good's kept Now my little brother wants to follow in my footsteps A soulja All you wanted to be a soulja a soulja All you wanted to be a soulja like me All you wanted to be a soulja a soulja All you wanted to be a soulja like me Buck buck niggas get fucked don't step to this Quiet as kept I'm blessed on a quest with a death wish Tell em to come and test and arrest nigga it's hectic Here's the anorexic I'm makin it to an exit Walkin through the streets on the black tip Packed with several gats cause I'm on some ""pay em back"" shit Niggaz don't wanna try me brother you'll get shot down Now I'm king of the block since my bigger brother's locked down I'm hot now so many punk police have got shot down Other coppers see me on the block and they jock now That's what I call a kingpin Send my brother what he needs and some weed up to Sing Sing Tellin him just be ready set Pack ya shit up quick and when I hit be prepared to jet Niggaz from the block on the boat now Every single one got a gun that'll smoke pow These punks about to get hit by the best I'm wearin double vest so aim at my fuckin chest I'll be makin straight dome calls Touch the button on the wall you'll be pickin up your own balls I can still hear my mother shout ""Hit the pig nigga break your bigger brother out"" I got a message for the warden I'm comin for ya ass as fast as Flash Gorden We get surrounded in the mess hall yes y'all A crazy motherfucker makin death calls Just bring me my brother and we leavin' For every minute you stall one of y'all bleedin They brought my brother in a jiffy I took a cop just in case things got tricky And just as we was walkin out Bang I caught a bullet in the head the screams never left my mouth My brother caught a bullet too I think he gon pull through he deserve to The fast life ain't everything they told ya Never get much older following the tracks of a soulja All you wanted to be a soulja a soulja All you wanted to be a soulja like me All you wanted to be a soulja a soulja All you wanted to be a soulja like me All you wanted to be a soulja a soulja All you wanted to be a soulja like me Straight soulja 1993 and forward";2273929;2,92;450000
100438;167039;baby-hold-on;2007;eddie-money;Rock;Baby hold on to me Whatever will be will be The future is ours to see So baby hold on to me Baby what's these things You've been sayin about me Behind my back Is it true you might want a better life Is it true you think These things are lies now Think about it baby I'm gonna take you to the top So baby hold on to me Whatever will be will be I say The future is ours to see When you hold on to me Hey baby You know the future's lookin brighter Every mornin when I get up Don't be thinkin 'bout what's not enough now baby Just be thinkin 'bout what we got Think of all my love now I'm gonna give you all I got So baby hold on to me Whatever will be will be The future is ours to see When you hold on to me Oh oh rich man poor man now Really don't mean all that much Mama's always told you girl That money can't buy you love So baby hold on to me Whatever will be will be The future is ours to see When you hold on to me Yeah eh Baby hold on to me Whatever will be will be The future is ours to see When you hold on to me I say Uh Hold on Uh huh Hold on to me tighter I'm never gonna leave ya now Can't you please believe me now Never gonna let you go So hold on to me tighter Baby hold on to me Whatever will be will be The future is ours to see When you hold on to me Baby Baby hold on to me Baby Whatever will be will be Baby The future is ours to see Baby When you hold on to me Hold on ;23854814;3,92;1300000
182962;305364;give-me-the-music;2008;eva-avila;Pop;You ain't never seen nothin like a Like a yeah huh Sexy momma look at how she move Move And she got a spicy little thing about her Good time The kind that's good at anything she do Any thing any thing Every minute wallin pass wanna holla Good time But you never catch her wastin time Time yeah She'll make you wanna give away your last dolla Last dolla good time Your thinkin what I gotta do to make her mine Do to make her mine Just gimme the music Lookin at me boy got you in a trance Turn the music up high I just wanna dance Gotta get this out my system Play that music I been missin' I came here to dance to the music Dj turn it up make me lose it I know you like the way that I move it Be steppin to it just let me do it I came here to dance to the music Dj turn it up make me lose it I know you like the way that I move it Be steppin to it just let me do it She so fine you wanna see me mornin night and noon Looking so hard I can read your mind Read your mind I know exactly what you wanna do The offers tempting I'm not interested You hear that music Ya just can't do it It's callin for me For me for me I got the answer I just wanna dance all night Just gimmie the music Lookin at me boy got you in a trance Turn the music up high I just wanna dance Gotta get this out my system Play that music I been missin' I came here to dance to the music Dj turn it up make me lose it I know you like the way that I move it Be steppin to it just let me do it I came here to dance to the music Dj turn it up make me lose it I know you like the way that I move it Be steppin to it just let me do it Ooh if you wanna dance with me Gotta give me what I need You know you want it Baby won't you step up on it;;;19000
73390;124172;pneumonia;2007;bjrthrk;Electronic;Get over the sorrow girl The world is always going to be made of this You can trust in it Unless you breathe in Bravely I I I adore how you simply surrender to high And your lungs They're mourning Teepee style All the still born love that could've happened All the moments you should have embraced All the moments you should have not locked up Understand So clearly To shut yourself up Would be the hugest crime of them all Hugest crime of them all You're just crying after all To not want them humans around Anymore Get over that sorrow girl Get over;493563;1,72;
24345;41533;test;2005;fozzy;Rock;The time is right to make a change To realize it ain't the same The time is right to make a change To realize today's the day In my life I search for truth What am I supposed to do Where am I going to Where am I going to I tried to leave it Tried to believe it Where am I This is only a test The time is right to cross the line To purify deep inside The time is right to leave a stain To make a mark today's the day In my life I search for clues What am I supposed to do Why can't you understand Times are changing rearranging Why can't you understand My head is shaking rearranging The time is right to make a change And realize it ain't the same;293020;1,21;40000
200062;332180;beautiful-world;2010;devo;Rock;It's a beautiful world we live in A sweet romantic place Beautiful people everywhere The way they show they care Makes me want to say It's a beautiful world It's a beautiful world It's a beautiful world For you For you For you It's a wonderful time to be here It's nice to be alive Wonderful people everywhere The way they comb their hair Makes me want to say It's a wonderful place It's a wonderful place It's a wonderful place For you For you For you Hey Tell me what I say Boy n girl with the new clothes on You can shake it to me all night long Hey hey It's a beautiful world we live in A sweet romantic place Beautiful people everywhere The way they show they care Makes me want to say It's a beautiful world It's a beautiful world It's a beautiful world For you For you For you It's not for me It's a beautiful world For you It's a beautiful world For you It's a beautiful world For you It's a beautiful world Not me;2087548;1,63;580000
93508;155987;i-will-wait-for-you;2007;david-gates;Pop;If I seem impatient pardon me Someone's in the way of our destiny And I don't know how long you'll be Or if or when you'll be set free If you can hold out I can too I will wait for you I will wait if it takes forever As long as you want me to In this life or the next one after I will wait for you Time is wasting let's get eye to eye Does he make you happy can he satisfy I didn't know how long he'll be If or when you're gonna set him free If you can hold out I can too I will wait for you;;;48000
99336;165360;unfulfilled-hopes;2007;aion;Metal;You see buildings full of emptiness darkness and cold Yet he restored vision of the blind hearing of the deaf life to the dead Now in the corners lurks the laughter wrapped in sorrow over the lost paradise The world full of saviours sneers at the master Who abandoned among poems cries over shabby sandals What's the price of the death Richness power and disit brotherly roll in the holy mud of destiny Howl in triumph the ode to nonentity There's only a bird with the clipped wings left But he too slowly skins in the sea of unfulfilled hopes Unfulfilled hopes ;;;6200
76772;129104;if-this-is-love;2008;bing-crosby;Jazz;A secret a secret he says I've got a little secret A secret a secret a secret kind of secret I aching for to shout it to every daffodil And tell the world about it in fact I think I will If this isn't love the whole world is crazy If this isn't love I'm daft as a daisy With moons all a round and cows jumping over There's something amiss and I'll eat my hat if this isn't love If this isn't love then winter is a summer If this isn't love my heart needs a plumber I'm swinging on stars I'm riding on rainbows I'm busting with bliss and I'll kiss your hand if this isn't love ;7067;;940
123813;205586;speak-in-tongues;2014;ferras;Rock;Everything's different Something's gone missing I'd travel the distance to drown out the sound of the noise we make We talk the same shit Expecting to shape shift But we just jump ship and swim in the wreckage of what we say How do we get to the naked truth 'Cause I got nothing if I don't got you What have I got What have I got What if we've got nothing else to lose The only thing left for us to do Is turn the lights out No more words I want to speak in tongues No more words Talk to me with your touch Body vibration is our heart to heart No conversation's a good place to start No more words I want to speak in tongues You never listen And I play the victim Why don't we shut up Come undone and change who we both become I fire weapons You put up resistance Either one of us bends and we end this or end up just enemies How do we get to the naked truth 'Cause I got nothing if I don't got you What have I got What have I got What if we've got nothing else to lose The only thing left for us to do Is turn the lights out No more words I wan to speak in tongues No more words Talk to me with your touch Body vibration is our heart to heart No conversation's a good place to start No more words I want to speak in tongues In a bed of silence I gonna read you In the voice of stillness I'm gonna steal you Feel you Heal you And turn the lights out No no I want to speak in tongues No more words Talk to me with your touch Body vibration is our heart to heart No conversation's a good place to start No more words I want to speak in tongues;;;206000
200169;332290;praying-hands;2006;devo;Rock;You got your left hand You got your right hand The left hand's diddling While the right hand goes to work You got both hands You got praying hands They pray for no man O k relax Assume the position Go into doggie submission;1086531;1,81;104000
52530;89038;chardonnay;2007;cerys-matthews;Indie;Chardonnay chardonnay How I love you Chardonnay As I reach to hold you with My trembling hands In my hands my trembling hands Chardonnay Chardonnay You'll be glad to hear me say I will never need you more than I do now In my hands my trembling hands When I'm sad sad and blue You are my friends constant and true I dedicate this song to you And I would like to take you Home with me Chardonnay Chardonnay I'm in love with your bouquet You're so cold but you're So beautiful tonight In my hands my trembling hands Chardonnay Chardonnay You don't have a lot to say But your silence has A welcome touch today In my hands my trembling hands When I'm sad sad and blue you are My friend constant and true I dedicate this night to you And I would like to take you home With me tonight In my hands my trembling hands;3373;0,66;24000
